district,year,month,threshold,area,NDVI_mean,NDVI_min,NDVI_max,EVI_mean,EVI_min,EVI_max,GNDVI_mean,GNDVI_min,GNDVI_max,SAVI_mean,SAVI_min,SAVI_max,NDMI_mean,NDMI_min,NDMI_max,BSI_mean,BSI_min,BSI_max,BUAI_mean,BUAI_min,BUAI_max,NDBI_mean,NDBI_min,NDBI_max,NBR_mean,NBR_min,NBR_max,NDSI_mean,NDSI_min,NDSI_max,LCCI_mean,LCCI_min,LCCI_max,NDWI_mean,NDWI_min,NDWI_max,TVI_mean,TVI_min,TVI_max,MSAVI_mean,MSAVI_min,MSAVI_max,NDRE_mean,NDRE_min,NDRE_max,PSRI_mean,PSRI_min,PSRI_max,WDRVI_mean,WDRVI_min,WDRVI_max,MCARI_mean,MCARI_min,MCARI_max,ARVI_mean,ARVI_min,ARVI_max,NDTI_mean,NDTI_min,NDTI_max,CCCI_mean,CCCI_min,CCCI_max,PRI_mean,PRI_min,PRI_max,avg_yield,yield
mianwali,2020,15,0.544475255,360325.8216,0.60945695,0.00292113,0.79611367,0.595793795,0.002139724,0.971689194,0.489402569,-0.110320285,0.674395323,0.522376745,0.002584182,0.733775886,0.371607063,-0.231610015,0.629335284,-0.325589104,-0.544320116,0.14951851,0.466274448,0.227494457,1.611898143,-0.371607063,-0.629335284,0.231610015,0.612941677,-0.10090179,0.830667555,-0.143560138,-0.449475229,0.522123873,3.357591919,0.005859375,8.062304401,0.371607063,-0.231610015,0.629335284,14.38696064,-1.78,26.73,0.361204288,0.001701768,0.638620717,0.458916038,-0.03846154,0.659422874,-0.099699469,-0.338237313,0.224757282,-0.401122693,-0.817213842,-0.056370179,0.706793326,-0.068628,1.31648,0.532407623,-0.093381671,0.726058819,0.321395286,0.036069985,0.437836766,0.748876909,-80.74419403,9.926523209,-0.209957388,-0.317936161,0.205510907,24.3,350236.6985952
mianwali,2020,16,0.468090913,360325.8216,0.23756179,0.000237248,0.763691425,0.198695026,0.000190913,0.918527233,0.26197119,-0.174144492,0.64213717,0.202008845,0.00021093,0.699881322,-0.01751195,-0.251205415,0.702314436,0.015061882,-0.521202046,0.177137818,1.061191684,0.174871074,2.14157226,0.01751195,-0.702314436,0.251205415,0.171469879,-0.157094985,0.818531871,-0.279099634,-0.45614481,0.67462039,0.741332831,0.000474608,6.529650571,-0.01751195,-0.251205415,0.702314436,4.650611412,-1.514,25.97,0.128454626,0.0001407,0.598349181,0.170908772,-0.193925232,0.629386723,0.039886325,-0.543209877,0.198976722,-0.708976549,-0.818103374,-0.14294224,0.236231581,-0.058848,1.2709032,0.244970697,-0.177272727,0.693396241,0.192891556,-0.009936104,0.460341245,0.734091314,-267.4228821,129.0924988,0.014217317,-0.346970889,0.18948034,24.3,350236.6985952
mianwali,2020,17,0.458090913,360325.8216,0.151443872,0.000481464,0.753308415,0.132008571,0.00029649,0.915413545,0.216917944,-0.095557481,0.636387169,0.133554142,0.000357491,0.697513014,-0.102346771,-0.315684408,0.577475607,0.09575196,-0.491503857,0.269436323,1.237092302,0.268776878,4.644448381,0.102346771,-0.577475607,0.315684408,0.0213128,-0.252657771,0.784711897,-0.312708952,-0.469739348,0.522745967,0.391788067,0.000963391,6.378666182,-0.102346771,-0.315684408,0.577475607,2.795908558,-1.04,25.60771429,0.090229118,0.000165613,0.603435146,0.116667095,-0.124812029,0.608114719,0.097712139,-0.244934894,0.224818359,-0.757157004,-0.818022594,-0.159819641,0.149945153,-0.037524,1.263634286,0.191127963,-0.069111425,0.69519137,0.123964723,-0.092717558,0.436302751,0.797571203,-179.8561859,57.4327507,0.085559087,-0.264475703,0.239589254,24.3,350236.6985952
mianwali,2021,11,0.282183945,359252.1452,0.168861308,0.000279096,0.682156026,0.158142558,0.000258425,0.885881075,0.180025256,-0.212918073,0.564491868,0.14373217,0.000240017,0.626663743,-0.013374055,-0.266700923,0.65181309,-0.005047688,-0.40794492,0.192378449,1.043883122,0.210790796,1.72740014,0.013374055,-0.65181309,0.266700923,0.113657964,-0.343741715,0.82407409,-0.193652694,-0.455352962,0.738011658,0.491075945,0.000558347,4.435229399,-0.013374055,-0.266700923,0.65181309,3.351811284,-0.994,22.697,0.090587832,0.000147248,0.518769171,0.122209732,-0.136801541,0.5625844,0.022186708,-0.543210163,0.294823449,-0.744209814,-0.818089534,-0.304149306,0.169577467,-0.035136,1.118262,0.155261324,-0.18200692,0.61249053,0.129784328,-0.144615635,0.454545468,0.767208522,-234.6021271,74.56102753,-0.028093703,-0.326697892,0.225026288,27.8,399488.38546240004
mianwali,2021,12,0.287083763,359252.1452,0.328495953,0.000607165,0.738925159,0.327329696,0.000432003,0.96168652,0.266464204,-0.200555176,0.6133582,0.276823216,0.000415565,0.67334515,0.12679262,-0.295444608,0.65212357,-0.132369439,-0.49218459,0.166911161,0.81105611,0.210563481,1.899275784,-0.12679262,-0.65212357,0.295444608,0.303890354,-0.376987517,0.800431311,-0.146030944,-0.500331223,0.70111829,1.283795562,0.001215067,5.832134733,0.12679262,-0.295444608,0.65212357,7.179421405,-0.0945,24.018,0.176455735,0.000171729,0.560232695,0.235009141,-0.16345951,0.619765759,-0.062861689,-0.558705298,0.178398293,-0.641219464,-0.817981003,-0.193717887,0.352449215,0.000165,1.182552,0.269069107,-0.194545494,0.655107515,0.197899041,-0.101335436,0.451960206,0.724382224,-87.55463409,43.89141846,-0.131845304,-0.358731247,0.135926086,27.8,399488.38546240004
mianwali,2021,13,0.244068658,359252.1452,0.463569653,0.023405606,0.702624083,0.509775384,0.020125551,0.94394435,0.373878408,-0.087745503,0.586862445,0.400717378,0.017173619,0.64553255,0.278984015,-0.162634104,0.639720798,-0.244150404,-0.495263266,0.090833984,0.584478491,0.224157415,1.47106411,-0.278984015,-0.639720798,0.162634104,0.488542984,-0.095100194,0.795790076,-0.106531658,-0.378671736,0.62958467,2.069240209,0.048406556,5.270172806,0.278984015,-0.162634104,0.639720798,11.25590274,0.949714286,23.14457143,0.27391954,0.008333449,0.541399994,0.346735427,-0.061646827,0.585036218,-0.08422104,-0.31615424,0.146233974,-0.543221369,-0.810230173,-0.244598269,0.552568683,0.046656,1.141558286,0.390354599,-0.100431497,0.621452681,0.258027565,0.015053501,0.43684265,0.742503309,-21.48876953,4.928992271,-0.174714034,-0.297709617,0.088747666,27.8,399488.38546240004
mianwali,2021,14,0.483763115,359252.1452,0.526563422,0.039680596,0.70553422,0.609550067,0.036004062,0.928838163,0.425729637,-0.057155758,0.591038942,0.460630692,0.032343026,0.645721087,0.361313568,-0.165161476,0.575092494,-0.305093507,-0.472895124,0.077910321,0.475390567,0.270150683,1.567534391,-0.361313568,-0.575092494,0.165161476,0.600261707,-0.048069209,0.776759326,-0.077385908,-0.390857995,0.433852345,2.42069048,0.083709509,5.032194816,0.361313568,-0.165161476,0.575092494,13.43688216,0.848888889,22.83314286,0.324810056,0.017787101,0.535549244,0.428255011,-0.003418691,0.607791603,-0.091991187,-0.232816743,0.06043991,-0.497753202,-0.804478146,-0.256110845,0.659843094,0.040938667,1.125150857,0.446693764,-0.055283733,0.624798674,0.312225408,0.022730421,0.41495955,0.81372511,-72.32402802,4.375560284,-0.193740458,-0.277106352,0.034123678,27.8,399488.38546240004
mianwali,2021,15,0.508183029,359252.1452,0.558444592,0.072638333,0.723761022,0.58647729,0.057977137,0.897463665,0.462278276,-0.02289746,0.615152538,0.488693636,0.056246909,0.660495546,0.361117774,-0.100292653,0.552441299,-0.30132332,-0.462533286,0.089834393,0.47557453,0.289305577,1.350259292,-0.361117774,-0.552441299,0.100292653,0.59177572,-0.00391661,0.768419802,-0.123021819,-0.382079512,0.372002512,2.803717734,0.159400812,5.579648839,0.361117774,-0.100292653,0.552441299,14.17297023,1.678857143,23.4925,0.348519396,0.028447747,0.553633395,0.438442122,0.045863569,0.605191767,-0.082675652,-0.263430099,0.101515727,-0.458810517,-0.792297958,-0.22281802,0.697502829,0.085577143,1.157949,0.495257016,0.00300057,0.656528233,0.300545388,0.06315846,0.393573642,0.783255448,-70.3841629,3.535865307,-0.168336722,-0.255973559,0.08980483,27.8,399488.38546240004
mianwali,2021,16,0.419559126,359252.1452,0.279754362,0.005070033,0.750625491,0.236718561,0.002960428,0.874095818,0.302820468,-0.100299969,0.632327139,0.240075839,0.003562956,0.690308267,0.04705813,-0.189722076,0.576503992,-0.026452205,-0.46792995,0.164023381,0.949195009,0.270918843,1.988390611,-0.04705813,-0.576503992,0.189722076,0.218861492,-0.158909515,0.767777979,-0.261308364,-0.433876544,0.44488135,0.982480686,0.010199189,6.329007619,0.04705813,-0.189722076,0.576503992,5.697040484,-0.626,24.4605,0.156724068,0.001528583,0.587458387,0.196201269,-0.102774762,0.594697237,0.04200935,-0.325792392,0.196232892,-0.678284514,-0.816497788,-0.163266611,0.288518747,-0.022896,1.206789,0.289599631,-0.081827922,0.693600174,0.182097355,0.008861981,0.398987681,0.712047731,-42.07102203,15.32103348,0.016601795,-0.25420162,0.204724249,27.8,399488.38546240004
mianwali,2021,17,0.409559126,359252.1452,0.113380805,0.000795967,0.623236597,0.10275891,0.000701656,0.790645923,0.18034136,-0.01166159,0.53257072,0.100273943,0.000691969,0.576674724,-0.098591945,-0.3009983,0.476375908,0.090455247,-0.376784824,0.257221182,1.226575711,0.357286325,3.386836869,0.098591945,-0.476375908,0.3009983,0.021094917,-0.246732026,0.710083246,-0.274130906,-0.437455595,0.19871749,0.277047585,0.001593202,3.61159697,-0.098591945,-0.3009983,0.476375908,1.846661412,-0.83,21.11854545,0.067779823,0.000435804,0.480283509,0.09393952,-0.074503876,0.509074032,0.104659233,-0.205057212,0.220864196,-0.774422131,-0.817918517,-0.380282027,0.103070013,-0.032172,1.042179273,0.150401943,-0.002046163,0.575698922,0.119973053,-0.063546963,0.387151003,0.8639933,-63.73171616,69.39562988,0.078800811,-0.204110343,0.229327954,27.8,399488.38546240004
mianwali,2022,11,0.326325717,390215.115,0.144608574,0.000300322,0.622723579,0.142979278,0.000292923,0.835323168,0.158356829,-0.1278826,0.531714916,0.124415423,0.000254012,0.572562829,-0.02027085,-0.20999369,0.511626303,2.2e-05,-0.372533439,0.157584594,1.05577569,0.324596208,1.925287754,0.02027085,-0.511626303,0.20999369,0.099212037,-0.170932621,0.690955997,-0.178195714,-0.40217033,0.536110282,0.383532494,0.000600825,3.418798137,-0.02027085,-0.20999369,0.511626303,2.950533724,-0.558,20.48733333,0.079324161,0.000150019,0.467582806,0.108709693,-0.117647059,0.513949692,0.024702486,-0.304668305,0.176711401,-0.758761094,-0.818082514,-0.39127615,0.149686923,-0.021036,1.008614667,0.132150267,-0.100874334,0.55797054,0.1213675,-0.043586243,0.390177339,0.768532085,-235.8035736,74.70941162,-0.02525757,-0.232857844,0.151166963,27.3,426114.90558
mianwali,2022,12,0.334104848,390215.115,0.293742864,0.012241957,0.69157052,0.29841803,0.008083794,0.930892442,0.249392492,-0.130493999,0.580014765,0.249382444,0.007941893,0.632707788,0.11756445,-0.237268314,0.591115355,-0.115184678,-0.479608069,0.141953944,0.819176241,0.259386266,2.118299591,-0.11756445,-0.591115355,0.237268314,0.29008256,-0.179240763,0.790832698,-0.13603002,-0.403028637,0.638733685,1.015233901,0.024977851,4.926088976,0.11756445,-0.237268314,0.591115355,6.494655191,0.0495,22.5976,0.15915,0.003179432,0.525219537,0.210162037,-0.080600865,0.58257401,-0.046134285,-0.366372981,0.182294442,-0.672387129,-0.814068389,-0.268827289,0.31985142,0.009834,1.1115936,0.24489006,-0.149281309,0.608033044,0.189046862,-0.018836139,0.422597677,0.707795382,-28.00739861,18.9101944,-0.105196653,-0.285341437,0.139887504,27.3,426114.90558
mianwali,2022,13,0.283683264,390215.115,0.601847258,0.002151116,0.829012454,0.648371435,0.002836075,1.0,0.475116848,-0.176456496,0.700273454,0.520406621,0.002085802,0.76125888,0.373999205,-0.21778889,0.670549631,-0.337542269,-0.581031046,0.137041433,0.469397496,0.197580752,1.558658029,-0.373999205,-0.670549631,0.21778889,0.608840707,-0.082288079,0.856127858,-0.124595534,-0.484661072,0.572140336,3.531875595,0.004311506,9.696759259,0.373999205,-0.21778889,0.670549631,14.73555951,-0.808,27.08,0.367559941,0.001238103,0.66572792,0.453257573,-0.104350604,0.692435145,-0.104285294,-0.461200829,0.128391369,-0.392482387,-0.817469452,0.033665138,0.723251837,-0.030456,1.335696,0.511015848,-0.1830683,0.750378788,0.320492677,-0.061210923,0.539975405,0.74903997,-11.67421436,2.990590334,-0.245611391,-0.394692625,0.117976142,27.3,426114.90558
mianwali,2022,14,0.530027128,390215.115,0.630647254,0.032396037,0.781563044,0.733797953,0.028492141,0.999945298,0.51307462,-0.086907245,0.668134809,0.55944945,0.025182689,0.718346777,0.422963815,-0.193388924,0.634495914,-0.367611665,-0.536438297,0.099688385,0.41077206,0.224420841,1.482295723,-0.422963815,-0.634495914,0.193388924,0.655295958,-0.100916386,0.812646151,-0.117778837,-0.405608207,0.421849728,3.863111871,0.068016436,7.519327579,0.422963815,-0.193388924,0.634495914,17.18494623,1.0555,26.186,0.4208206,0.012772098,0.622959926,0.498767867,-0.027721908,0.65937674,-0.094137679,-0.290106769,0.098450179,-0.361119412,-0.807041019,-0.091353498,0.845136075,0.046395,1.292888,0.549215667,-0.094383095,0.705855899,0.330266987,0.056318007,0.476574361,0.791506795,-108.6371613,22.51626778,-0.23195043,-0.340863296,0.098729434,27.3,426114.90558
mianwali,2022,15,0.562469484,390215.115,0.560894436,0.059477694,0.729491711,0.589764217,0.051462135,0.90750787,0.460145633,-0.041865077,0.613970757,0.489909055,0.046735471,0.671048302,0.353230242,-0.126467273,0.575645626,-0.299001577,-0.460558407,0.099671668,0.487342472,0.270400244,1.291654402,-0.353230242,-0.575645626,0.126467273,0.58740568,-0.071284652,0.769869268,-0.128286029,-0.398346215,0.374367833,2.876953942,0.130194194,5.588661428,0.353230242,-0.126467273,0.575645626,14.15561533,1.049454545,24.0171,0.348637627,0.024175545,0.566643692,0.433449221,0.05033144,0.612024248,-0.086341094,-0.210152797,0.103840949,-0.45325325,-0.797028305,-0.211918603,0.696135399,0.060464727,1.1829162,0.494915285,-0.007101659,0.661601218,0.306447645,0.047297634,0.399754733,0.767512441,-12.74002361,1.431358576,-0.176377186,-0.261365397,0.11877156,27.3,426114.90558
mianwali,2022,16,0.462949704,390215.115,0.21340888,0.005871253,0.654428899,0.187897583,0.003975007,0.801241536,0.264631435,-0.064943328,0.556412041,0.185838377,0.004316559,0.598988146,0.006685305,-0.172835782,0.527187407,0.014943177,-0.42690897,0.144056532,1.007445009,0.31009732,2.183188741,-0.006685305,-0.527187407,0.172835782,0.180554922,-0.107785389,0.726505637,-0.258243579,-0.409737885,0.266547173,0.604647804,0.011827023,3.829585039,0.006685305,-0.172835782,0.527187407,4.203406701,-0.172666667,21.78466667,0.123169234,0.00197124,0.486847895,0.152982323,-0.06735082,0.538971484,0.075060161,-0.152513106,0.202852146,-0.725974599,-0.816229495,-0.350207202,0.218391814,0.000636,1.071164,0.237278358,-0.058010225,0.600605691,0.177716237,0.022767369,0.389075905,0.728077445,-45.79358673,27.82205582,0.051310716,-0.204062811,0.188976427,27.3,426114.90558
mianwali,2022,17,0.452949704,390215.115,0.095732794,0.000665631,0.539847493,0.090158428,0.000698032,0.660954023,0.168023379,-0.015229139,0.479531378,0.08603913,0.000599237,0.499696818,-0.086256872,-0.238340974,0.413714856,0.088482953,-0.321378691,0.211844094,1.19338847,0.420705601,3.018881171,0.086256872,-0.413714856,0.238340974,0.025535508,-0.179707482,0.633118153,-0.250685766,-0.387065917,0.15354608,0.222347814,0.001332149,2.568136362,-0.086256872,-0.238340974,0.413714856,1.4496673,-0.787,18.07436364,0.060348569,0.000413626,0.409107176,0.080352583,-0.032473128,0.444237262,0.114153312,-0.126431857,0.212345822,-0.782576133,-0.817961655,-0.481593311,0.085035532,-0.029916,0.894326182,0.139052901,-0.016548058,0.512046453,0.111798224,-0.020404203,0.336905658,0.876279843,-41.99747086,39.6727066,0.092534845,-0.151674961,0.214952746,27.3,426114.90558
bhakkar,2017,11,0.257835978,384174.3612,0.158009698,0.000209336,0.670966387,0.158019563,0.00020409,0.973015873,0.170715052,-0.08896134,0.555511832,0.136670074,0.00019041,0.609233723,-0.032498943,-0.491798639,0.998951256,0.012245037,-0.389581205,0.320353272,1.085510515,0.000524659,2.935447969,0.032498943,-0.998951256,0.491798639,0.076004742,-0.810057044,0.999435365,-0.20222504,-0.580287576,0.998639464,0.426857554,0.00041876,4.218763787,-0.032498943,-0.491798639,0.998951256,3.323436822,-2.2,22.507,0.088559639,0.000135349,0.504418302,0.119228207,-0.102183498,0.56153053,0.02477408,-0.288120662,0.212202609,-0.752462642,-0.818112604,-0.326400136,0.16855538,-0.085668,1.107948,0.15061904,-0.095691599,0.602514703,0.110471882,-0.552932739,0.365116626,0.763220708,-315.0158997,175.8653717,-0.015282192,-0.318537859,0.156971771,33.3,511720.2491183999
bhakkar,2017,12,0.263479177,384174.3612,0.226194036,0.001437775,0.717997849,0.237373235,0.001005739,0.917631321,0.187755725,-0.147869676,0.582701921,0.192976482,0.00106751,0.651115013,0.072768122,-0.329444885,0.527282715,-0.079441688,-0.416085847,0.251144485,0.889273543,0.309912109,3.691783211,-0.072768122,-0.527282715,0.329444885,0.229438824,-0.417204261,0.72994262,-0.117373033,-0.373757392,0.452188015,0.732453403,0.002881889,5.092145015,0.072768122,-0.329444885,0.527282715,5.169183942,-0.742,23.18466667,0.123625175,0.000495997,0.537872906,0.164751026,-0.142857149,0.549915373,-0.043617023,-0.375907112,0.146867372,-0.710942244,-0.817705664,-0.242842392,0.25411476,-0.023016,1.142704,0.184876517,-0.146067416,0.638647343,0.166167178,-0.279274166,0.394097328,0.802792589,-112.1734314,58.7868576,-0.086559793,-0.282307266,0.140200286,33.3,511720.2491183999
bhakkar,2017,13,0.224996192,384174.3612,0.53566008,0.000541859,0.775056124,0.57773996,0.001286118,0.999946225,0.414928741,-0.139745921,0.656179786,0.459150321,0.000524934,0.70803526,0.321670307,-0.19295302,0.686603844,-0.289289809,-0.590141501,0.124946776,0.526202883,0.185814951,1.478170478,-0.321670307,-0.686603844,0.19295302,0.555919897,-0.119853616,0.879101872,-0.106576578,-0.434249312,0.487280935,2.541528902,0.001084305,6.891107078,0.321670307,-0.19295302,0.686603844,12.64149093,-1.249333333,25.946,0.309968778,0.000460262,0.60710363,0.394300618,-0.108158223,0.669939578,-0.109665723,-0.351687091,0.150913364,-0.485365241,-0.818002612,-0.117873808,0.61898972,-0.034292,1.277412,0.445074471,-0.150283836,0.686016586,0.298686578,-0.105045408,0.606742024,0.73052635,-12.94528961,39.81991577,-0.219626031,-0.369414726,0.10235687,33.3,511720.2491183999
bhakkar,2017,14,0.465725386,384174.3612,0.648673612,0.014233207,0.839999974,0.692427021,0.012771086,1.0,0.528049852,0.065730058,0.728005886,0.567031302,0.013173137,0.7689442,0.373840036,-0.558133125,0.999538958,-0.33734455,-0.845216106,0.456494649,0.462501546,0.000230574,3.526251465,-0.373840036,-0.999538958,0.558133125,0.589415681,-0.688066423,0.999552786,-0.192694223,-0.813085854,0.998364687,4.095375087,0.028877452,10.5,0.373840036,-0.558133125,0.999538958,16.54438668,-2.685,29.808,0.414241353,0.009881435,0.680079824,0.500692698,-0.068557866,0.999558985,-0.094995988,-0.355859094,0.291635688,-0.339102291,-0.813421184,0.069767439,0.813910877,-0.099732,1.47516,0.565683689,0.056716418,0.761283103,0.287127717,-0.602272749,0.998770773,0.770349506,-69.09257507,1.838668942,-0.240382195,-0.498167426,0.253233428,33.3,511720.2491183999
bhakkar,2017,15,0.483703665,384174.3612,0.43330302,0.02183908,0.681603074,0.469605268,0.023553719,0.880632535,0.366642436,0.003729797,0.57083863,0.380418639,0.020160772,0.626064163,0.244770227,-0.192078799,0.544446349,-0.198597375,-0.434793022,0.119894504,0.618589545,0.29541984,1.619916734,-0.244770227,-0.544446349,0.192078799,0.451749997,-0.380460083,0.75024879,-0.133629303,-0.494088352,0.161750719,1.670894798,0.044653349,4.319969144,0.244770227,-0.192078799,0.544446349,11.08379211,-0.6,22.661,0.265434052,0.015015964,0.517600919,0.338893219,0.011273487,0.583739758,-0.064966395,-0.432532877,0.138648165,-0.583792267,-0.810830939,-0.306881108,0.545926766,-0.015744,1.115208,0.386373086,0.011907249,0.613313879,0.240172702,-0.370167196,0.378199637,0.777711332,0.134739265,1.703357458,-0.111374216,-0.235980266,0.110913536,33.3,511720.2491183999
bhakkar,2017,16,0.405127846,384174.3612,0.191125446,0.012290045,0.628209531,0.165693971,0.011893435,0.733855652,0.238385568,0.011410872,0.541042507,0.165396431,0.011220673,0.570102678,-0.024713509,-0.331969351,0.425813943,0.032790544,-0.341993939,0.277890875,1.068407125,0.41030429,2.636867408,0.024713509,-0.425813943,0.331969351,0.128432418,-0.374306023,0.663601518,-0.26270597,-0.528327286,0.126721233,0.540316606,0.024885939,3.96262811,-0.024713509,-0.331969351,0.425813943,3.64564318,-1.108,19.815,0.10810941,0.008074689,0.45991789,0.137976167,-0.090864062,0.502983034,0.072062385,-0.140499661,0.211418182,-0.73603262,-0.814077725,-0.361518078,0.189745088,-0.039252,0.98052,0.2138619,0.027595809,0.580190394,0.155236833,-0.188854888,0.34698084,0.749612328,-31.87571526,42.92954636,0.047658281,-0.164522242,0.199331849,33.3,511720.2491183999
bhakkar,2017,17,0.395127846,384174.3612,0.106076735,0.000186254,0.576788843,0.1021463,0.000192619,0.673619214,0.162733796,-0.046353102,0.492771596,0.094664312,0.000172712,0.522919883,-0.087709859,-0.823509753,0.313538283,0.081297258,-0.254959006,0.686653881,1.199409685,0.52260502,10.33207195,0.087709859,-0.313538283,0.823509753,0.026416332,-0.810488164,0.563628137,-0.247128555,-0.823205173,0.206124857,0.255051482,0.000372578,2.725773196,-0.087709859,-0.823509753,0.313538283,1.854759093,-1.69,17.762,0.065489243,0.000130135,0.410745272,0.092260359,-0.120077468,0.494178534,0.091613287,-0.118343195,0.233309141,-0.777635853,-0.818120237,-0.457112814,0.102837626,-0.06354,0.875604,0.140420742,-0.045166921,0.532103619,0.114326122,-0.613160253,0.322696,0.956882055,-221.2632751,154.8701935,0.072770541,-0.144052863,0.21176356,33.3,511720.2491183999
bhakkar,2018,11,0.263310957,451407.3518,0.188229054,0.000370508,0.785141528,0.170885996,0.000280222,0.981985365,0.182926512,-0.090494744,0.647211134,0.158175359,0.000297378,0.720494503,-0.020433698,-0.319864541,0.580036223,-0.006584243,-0.500809047,0.211909303,1.06851674,0.266032491,4.10368977,0.020433698,-0.580036223,0.319864541,0.085328702,-0.366937399,0.787357867,-0.204079507,-0.471557796,0.283323705,0.596641463,0.00074129,7.396580772,-0.020433698,-0.319864541,0.580036223,3.733986965,-0.7185,26.493,0.097785785,0.0001575,0.623310335,0.137017149,-0.159388632,0.643605649,0.002989491,-0.274856066,0.196365185,-0.731024516,-0.818059299,-0.089825213,0.186684258,-0.023088,1.301616,0.168727233,-0.114320055,0.704947947,0.109580304,-0.179710358,0.436886758,0.759858267,-131.566925,106.094902,-0.042254803,-0.335315563,0.183525256,25.3,456824.24002160004
bhakkar,2018,12,0.265714156,451407.3518,0.249808826,0.004189108,0.76608187,0.234873239,0.003235865,0.998164188,0.227606188,-0.070772104,0.65057385,0.211346803,0.003526669,0.707128779,0.04242735,-0.315203965,0.607413113,-0.05201051,-0.52810879,0.213700529,0.951159827,0.244464552,4.578914976,-0.04242735,-0.607413113,0.315203965,0.164356172,-0.275514662,0.826145828,-0.188095715,-0.442863286,0.160042793,0.840256348,0.008413462,6.55,0.04242735,-0.315203965,0.607413113,5.26836093,-1.038,27.246,0.133745763,0.001770725,0.613108876,0.176014731,-0.172516808,0.626841605,-0.017420969,-0.281474421,0.184726522,-0.696971886,-0.816792226,-0.13960114,0.261681419,-0.03804,1.3425,0.222075677,-0.10060666,0.688637386,0.129823092,-0.083420321,0.445239305,0.701684616,-56.68497849,38.60643005,-0.061134909,-0.316813395,0.166596015,25.3,456824.24002160004
bhakkar,2018,13,0.228915447,451407.3518,0.378000361,0.009439395,0.700305045,0.403631058,0.007210061,0.956165666,0.303469217,-0.070659801,0.585445106,0.323993182,0.007050411,0.64420955,0.183916976,-0.290734142,0.593032658,-0.168177544,-0.482290908,0.230687793,0.710089954,0.255683865,4.468365398,-0.183916976,-0.593032658,0.290734142,0.364294849,-0.246133089,0.802201211,-0.126092446,-0.404900849,0.276458174,1.36980454,0.019145088,4.771947587,0.183916976,-0.290734142,0.593032658,8.8620968,0.100285714,23.17066667,0.212258871,0.003304621,0.540650099,0.274525752,-0.091104828,0.604561269,-0.078871808,-0.233533105,0.13852765,-0.622789218,-0.815025447,-0.271348433,0.434583841,0.019534286,1.142268,0.315120566,-0.092943594,0.622735992,0.203235215,-0.129113778,0.484424114,0.719374659,-35.05904007,2.053318739,-0.137780518,-0.292422515,0.118902581,25.3,456824.24002160004
bhakkar,2018,14,0.441262117,451407.3518,0.520179046,0.059592117,0.74071914,0.560632149,0.047995996,0.96535617,0.426826661,0.015404374,0.626531005,0.451936607,0.046798247,0.683495146,0.311695537,-0.217126101,0.597945035,-0.267713111,-0.499894011,0.150105593,0.533343402,0.251787718,2.532914626,-0.311695537,-0.597945035,0.217126101,0.526790288,-0.191746682,0.799387217,-0.133354147,-0.43273136,0.182346001,2.383863837,0.127053786,5.713643178,0.311695537,-0.217126101,0.597945035,12.79690281,0.831,25.536,0.313401586,0.023479888,0.589753853,0.412693588,-0.026810544,0.654590786,-0.084714597,-0.206760319,0.102297251,-0.50276136,-0.797430789,-0.196627198,0.629146302,0.049998,1.257792,0.448448977,-0.00842226,0.667825622,0.266089621,-0.133640021,0.422020584,0.792535932,-19.09735489,2.627319574,-0.176837799,-0.291729509,0.083637811,25.3,456824.24002160004
bhakkar,2018,15,0.453184414,451407.3518,0.559228549,0.068122074,0.785720587,0.583096047,0.063614042,0.948839425,0.465249764,0.01743038,0.663315833,0.486916707,0.061137952,0.722786668,0.318395352,-0.135755017,0.590773821,-0.273943411,-0.514482032,0.105112209,0.527858145,0.257462001,2.235157367,-0.318395352,-0.590773821,0.135755017,0.537428205,-0.098420009,0.798984349,-0.171592946,-0.466772646,0.283495843,2.742500734,0.14681575,7.334514894,0.318395352,-0.135755017,0.590773821,13.89337819,0.848333333,25.96366667,0.343256051,0.036467203,0.623142084,0.43765004,0.037532955,0.667550862,-0.080514688,-0.190692847,0.109343957,-0.462650337,-0.79425342,-0.090866247,0.683960972,0.054612,1.278816,0.494251905,0.038049956,0.720580861,0.275022924,-0.059711173,0.422034353,0.77778349,-1.428255916,13.44462395,-0.170400102,-0.297320314,0.096343428,25.3,456824.24002160004
bhakkar,2018,16,0.382412455,451407.3518,0.184403907,0.009708738,0.647678912,0.16365037,0.007338668,0.75921618,0.215542813,-0.01175657,0.550469518,0.158422783,0.008132602,0.588647418,-0.052759834,-0.379174322,0.42141217,0.039310309,-0.351424962,0.297740217,1.132055212,0.40940391,3.105229244,0.052759834,-0.42141217,0.379174322,0.088174821,-0.339977831,0.662575722,-0.265783774,-0.515155792,0.126040787,0.506975375,0.019607843,3.81756501,-0.052759834,-0.379174322,0.42141217,3.588443741,-0.978,20.44485714,0.101107369,0.004705187,0.476160923,0.139054453,-0.016334271,0.517447948,0.050283236,-0.120112167,0.18410989,-0.740344307,-0.814946619,-0.354828203,0.183841451,-0.033984,1.008162857,0.19413262,-0.00348675,0.594852285,0.142747555,-0.1457472,0.358491302,0.773185857,-82.08378601,76.63861084,0.019880144,-0.180355262,0.166225416,25.3,456824.24002160004
